#	Number	of	strata	
10				
#	SqKm	per	stratum	
1987	8	50	6.479862202	3
1987	8	50	0.414134324	3
1987	8	50	47.66612508	3
1987	8	50	101.539644	3
1987	8	50	101.5890167	3
1987	8	50	0.042255959	3
1987	8	50	0.150363352	3
1987	8	50	0.320801507	3
1987	8	50	5.329753575	3
1987	8	50	776.6461653	3
1987	9	61	26.09208565	3
1987	9	61	163.4901994	3
1987	9	61	53.00812658	3
1987	9	61	341.0580044	3
1987	9	61	0.750429126	3
1987	9	61	0.683021478	3
1987	9	61	653.4782226	3
1987	9	61	3706.625944	3
1987	9	61	218.7019427	3
1987	9	61	85.11614638	3
1987	9	61	20.04821568	3
1987	9	61	99.64196502	3
1987	9	61	104.6062838	3
1987	9	61	111.7343901	3
1987	9	61	74.99976604	3
1987	9	61	1153.801872	3
1987	9	61	290.6768675	3
1987	9	61	102.7530078	3
1987	9	61	98.40051444	3
1987	9	61	163.8994265	3
1987	9	61	1.658328605	3
1987	9	61	1369.232451	3
1987	9	61	1574.930325	3
1987	10	62	165.8592685	3
1987	10	62	802.3822889	3
1987	10	82	269.6035788	3
1987	10	82	256.5171294	3
1987	10	82	216.7729695	3
1987	10	82	12.25833461	3
1987	10	82	22.84532776	3
1987	10	90	136.5330316	3
1987	1	10	6.539912689	3
1987	1	10	21.76174424	3
1987	1	10	26.11854505	3
1987	1	10	1.887792243	3
1987	1	10	20.68994773	3
1987	1	10	6.509368334	3
1987	1	10	0	3
1987	1	10	0	3
1987	1	10	30.33854996	3
1987	1	10	25.89180231	3
1987	1	10	50.57965342	3
1987	1	10	14.3566546	3
1987	1	10	0	3
1987	1	10	1.847260156	3
1987	1	10	8.840997253	3
1987	1	10	393.5078483	3
1987	1	10	9.230489995	3
1987	1	10	31.37426707	3
1987	1	10	12.71525417	3
1987	1	10	24.49648716	3
1987	1	10	14.60143246	3
1987	1	10	0	3
1987	1	10	3.1449329	3
1987	1	10	0	3
1987	1	10	12.84192687	3
1987	1	10	10.48087859	3
1987	1	10	82.35926645	3
1987	1	10	15.90215913	3
1987	1	10	15.8405293	3
1987	1	10	29.74445903	3
1987	1	10	2.646726093	3
1987	1	10	0.853762224	3
1987	1	10	18.69271748	3
1987	1	10	9.476280829	3
1987	1	10	1.151862673	3
1987	1	10	4.980599953	3
1987	1	10	4.302806758	3
1987	1	10	41.86489084	3
1987	2	20	3.631535743	3
1987	2	20	0.460061409	3
1987	2	20	7.032667601	3
1987	2	20	9.867011262	3
1987	2	20	4.110055207	3
1987	2	20	3.569058258	3
1987	2	20	1.561536641	3
1987	2	20	3.980434117	3
1987	2	20	19.37824672	3
1987	2	20	18.84029639	3
1987	2	20	18.24065067	3
1987	2	20	5.622590712	3
1987	2	20	6.328555164	3
1987	2	20	23.01081515	3
1987	2	20	28.26544753	3
1987	3	31	33.80506204	3
1987	3	31	7.008068267	3
1987	3	31	5.598154201	3
1987	3	31	17.464792	3
1987	3	31	80.02902656	3
1987	3	31	84.14141868	3
1987	3	31	8.472245362	3
1987	3	31	10.91773322	3
1987	3	31	21.10921004	3
1987	3	31	18.76368863	3
1987	3	31	18.69832991	3
1987	3	31	8.311718065	3
1987	3	31	114.8174075	3
1987	3	31	113.506915	3
1987	3	31	86.92718891	3
1987	3	31	141.644197	3
1987	3	31	72.11981682	3
1987	3	31	218.1747462	3
1987	3	31	118.4800432	3
1987	3	31	36.4683851	3
1987	3	31	34.34382073	3
1987	3	31	0.065713719	3
1987	3	31	25.10808414	3
1987	3	31	323.106944	3
1987	3	31	195.7098069	3
1987	3	31	850.310631	3
1987	3	31	26.79270483	3
1987	3	31	592.9380428	3
1987	3	31	204.8940403	3
1987	3	31	33.48124668	3
1987	3	31	27.8406947	3
1987	3	31	8.056305211	3
1987	4	32	119.9931935	3
1987	4	32	17.42542651	3
1987	4	32	0.036636896	3
1987	4	32	26.42320436	3
1987	4	32	0	3
1987	5	41	38.60854542	3
1987	5	41	38.88958739	3
1987	5	41	247.7422503	3
1987	5	41	178.5526875	3
1987	5	41	74.63333548	3
1987	5	41	19.21069995	3
1987	5	41	88.86329263	3
1987	5	41	0.027914533	3
1987	5	41	0.047526754	3
1987	5	41	2.469169445	3
1987	5	41	11.18591016	3
1987	5	41	69.62341147	3
1987	5	41	16.22265856	3
1987	5	41	57.84714573	3
1987	5	41	53.36648726	3
1987	5	41	172.0093817	3
1987	5	41	147.3234273	3
1987	5	41	2.689672319	3
1987	5	41	28.71014081	3
1987	5	41	23.855593	3
1987	5	41	24.51871164	3
1987	5	41	67.3605489	3
1987	6	42	28.87961346	3
1987	6	42	774.7471423	3
1987	6	42	78.99356318	3
1987	6	42	90.64535683	3
1987	6	42	161.7181029	3
1987	6	42	0	3
1987	6	42	0	3
1987	6	42	4.866888281	3
1987	6	42	293.2516177	3
1987	6	42	70.05416995	3
1987	6	42	50.08133583	3
1987	6	42	34.97283397	3
1987	6	42	358.907144	3
1987	6	42	203.8609908	3
1987	6	42	68.16082713	3
1987	6	42	22.60270979	3
1987	7	43	348.1720182	3
1987	7	43	174.3826648	3
1987	7	43	98.43104997	3
1987	7	43	0	3
1987	7	43	4.383626986	3
1987	7	43	16.10488803	3
1987	7	43	210.3818107	3
1987	7	43	257.2320828	3
1987	8	50	41.30083819	3
1987	8	50	8.509808092	3
1987	8	50	0	3
1987	8	50	115.5620058	3
1987	8	50	0	3
1987	8	50	0	3
1987	8	50	2.39363615	3
1987	8	50	11.55509793	3
1987	8	50	2.35207625	3
1987	8	50	759.3779148	3
1987	8	50	438.5268642	3
1987	8	50	0	3
1987	8	50	0.419095236	3
1987	8	50	29.59718694	3
1987	9	61	231.771805	3
1987	9	61	0	3
1987	9	61	34.07016169	3
1987	9	61	94.58117726	3
1987	9	61	846.3395262	3
1987	9	61	721.2143586	3
1987	9	61	50.2812114	3
1987	9	61	0.01991422	3
1987	9	61	0.020419792	3
1987	9	61	1287.959191	3
1987	9	61	310.7115689	3
1987	9	61	165.8364743	3
1987	9	61	263.8259168	3
1987	9	61	212.9925368	3
1987	9	61	144.6437674	3
1987	9	61	93.01732386	3
1987	9	61	68.34052088	3
1987	9	61	228.8638319	3
1987	9	61	209.8447645	3
1987	9	61	183.1158743	3
1987	9	61	120.733729	3
1987	9	61	56.18050408	3
1987	9	61	159.8003623	3
1987	9	61	97.01573171	3
1987	9	61	328.1485137	3
1987	9	61	336.657593	3
1987	9	61	3723.092169	3
1987	9	61	471.5133977	3
1987	9	61	4355.33626	3
1987	9	61	0	3
1987	10	62	178.1427636	3
1987	10	62	56.91923134	3
1987	10	62	145.5189381	3
1987	10	62	128.4798783	3
1987	10	62	485.3957609	3
1987	10	82	11.52121684	3
1987	10	90	149.3317843	3
1987	10	90	153.01344	3
1987	10	90	65.60601414	3
1987	10	90	451.2143839	3
1987	10	90	236.2287645	3
1987	10	90	264.753926	3
1987	10	90	119.2952092	3
1988	1	10	0.028797746	3
1988	1	10	0.057997937	3
1988	1	10	0.64690659	3
1988	1	10	1.517641499	3
1988	1	10	0	3
1988	1	10	0	3
1988	1	10	70.81625979	3
1988	1	10	3.148322138	3
1988	1	10	74.10172636	3
1988	1	10	12.17813186	3
1988	1	10	2.829286212	3
1988	1	10	0	3
1988	1	10	0.051744559	3
1988	1	10	0.584609394	3
1988	1	10	24.62518832	3
1988	1	10	26.1613456	3
1988	1	10	20.86897657	3
1988	1	10	3.024315983	3
1988	1	10	7.766225604	3
1988	1	10	0.060561594	3
1988	1	10	0	3
1988	1	10	0.031872388	3
1988	1	10	0	3
1988	1	10	0	3
1988	1	10	15.30067385	3
1988	1	10	2.259900057	3
1988	1	10	0	3
1988	1	10	4.175369368	3
1988	1	10	82.47941874	3
1988	1	10	15.8228431	3
1988	1	10	2.570249196	3
1988	2	20	0.162596789	3
1988	2	20	0.682556306	3
1988	2	20	1.827689198	3
1988	2	20	5.69836274	3
1988	2	20	0.013742702	3
1988	2	20	12.7636163	3
1988	2	20	35.62686425	3
1988	2	20	6.988063834	3
1988	2	20	1.854592182	3
1988	2	20	1.364407494	3
1988	2	20	4.593016211	3
1988	2	20	2.827849051	3
1988	2	20	5.841391492	3
1988	2	20	29.66672797	3
1988	2	20	13.10858017	3
1988	2	20	13.8235007	3
1988	2	20	20.39877205	3
1988	2	20	35.55250004	3
1988	2	20	37.62688017	3
1988	3	31	70.06199951	3
1988	3	31	28.65238078	3
1988	3	31	176.5834361	3
1988	3	31	115.5682449	3
1988	3	31	52.20518585	3
1988	3	31	77.72917147	3
1988	3	31	93.44412166	3
1988	3	31	508.7483533	3
1988	3	31	77.26369523	3
1988	3	31	251.7974543	3
1988	3	31	18.58775053	3
1988	3	31	67.26762857	3
1988	3	31	13.56492119	3
1988	3	31	41.74115237	3
1988	3	31	249.0335585	3
1988	3	31	448.9107643	3
1988	3	31	96.26927328	3
1988	3	31	44.48836092	3
1988	3	31	26.22922711	3
1988	3	31	1.740197088	3
1988	3	31	8.177654777	3
1988	3	31	78.65014822	3
1988	3	31	82.59174626	3
1988	3	31	169.9349292	3
1988	3	31	16.0205465	3
1988	3	31	51.61298954	3
1988	3	31	221.6573605	3
1988	3	31	181.823553	3
1988	3	31	153.7321752	3
1988	3	31	38.5604858	3
1988	3	31	54.31943363	3
1988	4	32	40.42290165	3
1988	4	32	47.97143564	3
1988	4	32	27.22931757	3
1988	4	32	1169.52242	3
1988	4	32	9.787117816	3
1988	5	41	22.36980056	3
1988	5	41	76.25500823	3
1988	5	41	39.52999407	3
1988	5	41	137.4307976	3
1988	5	41	55.82353702	3
1988	5	41	131.3229782	3
1988	5	41	38.25182211	3
1988	5	41	0.726932986	3
1988	5	41	1.223603637	3
1988	5	41	3.569344024	3
1988	5	41	17.52290538	3
1988	5	41	26.86332209	3
1988	5	41	4.647553527	3
1988	5	41	3.529563537	3
1988	5	41	3.09996427	3
1988	5	41	120.0282434	3
1988	5	41	535.7596292	3
1988	5	41	5.960705525	3
1988	5	41	9.569680457	3
1988	5	41	0.06076645	3
1988	5	41	6.265913406	3
1988	6	42	41.02349425	3
1988	6	42	846.2275589	3
1988	6	42	376.1130225	3
1988	6	42	254.1783948	3
1988	6	42	867.2469198	3
1988	6	42	0.355170865	3
1988	6	42	38.79641367	3
1988	6	42	4.193085722	3
1988	6	42	38.63323173	3
1988	6	42	90.72661009	3
1988	6	42	118.7806303	3
1988	6	42	27.97245001	3
1988	6	42	601.5923817	3
1988	6	42	349.9087722	3
1988	6	42	125.2346634	3
1988	6	42	101.1482105	3
1988	7	43	507.8333551	3
1988	7	43	68.39495866	3
1988	7	43	6.276529497	3
1988	7	43	9.733948875	3
1988	7	43	34.43107669	3
1988	7	43	112.0061676	3
1988	7	43	485.6158479	3
1988	8	50	2.94981997	3
1988	8	50	1.29945058	3
1988	8	50	9.692307235	3
1988	8	50	46.446108	3
1988	8	50	162.2313447	3
1988	8	50	74.13552064	3
1988	8	50	132.4206774	3
1988	8	50	39.1680378	3
1988	8	50	76.95339331	3
1988	8	50	192.9415235	3
1988	8	50	179.1296762	3
1988	8	50	1148.378293	3
1988	8	50	0	3
1988	8	50	3.878853861	3
1988	9	61	385.9601274	3
1988	9	61	11.91983585	3
1988	9	61	248.000624	3
1988	9	61	431.0127173	3
1988	9	61	2635.846091	3
1988	9	61	6226.186268	3
1988	9	61	6766.125154	3
1988	9	61	1423.299923	3
1988	9	61	1264.638152	3
1988	9	61	216.29731	3
1988	9	61	700.2472616	3
1988	9	61	180.5752648	3
1988	9	61	1118.314596	3
1988	9	61	3292.425425	3
1988	9	61	43.16052594	3
1988	9	61	294.9238409	3
1988	9	61	306.8596302	3
1988	9	61	600.8503709	3
1988	9	61	254.1588924	3
1988	9	61	225.7019812	3
1988	9	61	707.6874647	3
1988	9	61	80.45853164	3
1988	9	61	279.2250776	3
1988	9	61	824.1565465	3
1988	9	61	791.5513638	3
1988	9	61	220.0464336	3
1988	9	61	16.09103159	3
1988	9	61	2.623691692	3
1988	10	62	450.5267044	3
1988	10	62	730.0868146	3
1988	10	62	747.9226711	3
1988	10	82	0.012219417	3
1988	10	82	0.722772575	3
1988	10	82	0.063339155	3
1988	10	82	0.309991776	3
1988	10	82	0.709981119	3
1988	10	82	0.056387584	3
1988	10	82	0.388143348	3
1988	10	90	160.5602296	3
1988	10	90	4.780789767	3
1988	10	90	233.4133394	3
1988	10	90	310.0503739	3
1988	10	90	326.8018649	3
1988	1	10	9.049223847	3
1988	1	10	1.011844064	3
1988	1	10	10.91640744	3
1988	1	10	54.19586774	3
1988	1	10	1.128845003	3
1988	1	10	2.859218553	3
1988	1	10	368.4866745	3
1988	1	10	40.90584297	3
1988	1	10	0.805008362	3
1988	1	10	3.731375002	3
1988	1	10	3.606049941	3
1988	1	10	3.890748024	3
1988	1	10	17.29013685	3
1988	1	10	99.98052923	3
1988	1	10	81.05182212	3
1988	1	10	20.46667755	3
1988	1	10	8.074445365	3
1988	1	10	8.216238677	3
1988	1	10	6.671049224	3
1988	1	10	5.991393566	3
1988	1	10	2.755522582	3
1988	1	10	2.381760851	3
1988	1	10	11.38481732	3
1988	1	10	7.158399136	3
1988	1	10	0	3
1988	1	10	41.49704218	3
1988	1	10	17.74818328	3
1988	2	20	2.490112104	3
1988	2	20	7.73533054	3
1988	2	20	4.6183753	3
1988	2	20	2.156812605	3
1988	2	20	5.167209397	3
1988	2	20	2.916704375	3
1988	2	20	1.045618683	3
1988	2	20	3.003681727	3
1988	2	20	7.379957629	3
1988	2	20	20.0759467	3
1988	2	20	28.60001539	3
1988	2	20	39.66411879	3
1988	3	31	22.45405166	3
1988	3	31	74.29460822	3
1988	3	31	30.77685494	3
1988	3	31	23.6350569	3
1988	3	31	32.37503461	3
1988	3	31	72.92510179	3
1988	3	31	43.69315086	3
1988	3	31	43.04551591	3
1988	3	31	25.25794832	3
1988	3	31	50.94946098	3
1988	3	31	530.1000278	3
1988	3	31	167.2597417	3
1988	3	31	80.08096784	3
1988	3	31	53.32925859	3
1988	3	31	66.46563529	3
1988	3	31	65.96023368	3
1988	3	31	83.04467162	3
1988	3	31	2.09569589	3
1988	3	31	7.354156811	3
1988	3	31	3.191934051	3
1988	3	31	24.24043913	3
1988	3	31	149.7040543	3
1988	3	31	113.3580934	3
1988	3	31	23.49928259	3
1988	3	31	495.9288516	3
1988	3	31	135.9940965	3
1988	3	31	146.5639834	3
1988	3	31	1046.691051	3
1988	3	31	38.34588264	3
1988	3	31	37.7625202	3
1988	3	31	130.1502811	3
1988	3	31	31.87881488	3
1988	3	31	444.1920239	3
1988	3	31	24.42197856	3
1988	3	31	406.6132966	3
1988	3	31	22.66701326	3
1988	4	32	625.0807118	3
1988	4	32	2433.434831	3
1988	4	32	345.5597048	3
1988	5	41	29.85493929	3
1988	5	41	24.0970488	3
1988	5	41	51.52018934	3
1988	5	41	75.79699717	3
1988	5	41	103.3830676	3
1988	5	41	2.839150371	3
1988	5	41	34.88388495	3
1988	5	41	41.8648532	3
1988	5	41	48.23992041	3
1988	5	41	27.15507963	3
1988	5	41	7.897579967	3
1988	5	41	2.961576678	3
1988	5	41	0.390815412	3
1988	5	41	0.008166971	3
1988	5	41	21.63658291	3
1988	5	41	171.7801058	3
1988	5	41	1687.609576	3
1988	5	41	1947.467708	3
1988	5	41	975.4175468	3
1988	5	41	71.35675703	3
1988	5	41	0.353309902	3
1988	5	41	0.465029884	3
1988	5	41	20.48894291	3
1988	6	42	460.8704224	3
1988	6	42	263.1789114	3
1988	6	42	69.04549611	3
1988	6	42	125.3323473	3
1988	6	42	49.30171525	3
1988	6	42	69.68639781	3
1988	6	42	61.32021882	3
1988	6	42	0.066996682	3
1988	6	42	0.012171175	3
1988	6	42	0.013529385	3
1988	6	42	516.2694353	3
1988	6	42	62.56417192	3
1988	6	42	32.69654087	3
1988	6	42	19.29773028	3
1988	6	42	7.01918303	3
1988	7	43	8.349549072	3
1988	7	43	2.506242329	3
1988	7	43	3.32740026	3
1988	7	43	2.670871822	3
1988	7	43	4.0132722	3
1988	7	43	2.425549175	3
1988	7	43	554.910492	3
1988	7	43	239.7697696	3
1988	7	43	116.3690424	3
1988	7	43	81.34537514	3
1988	7	43	106.7045066	3
1988	7	43	295.8011572	3
1988	7	43	17.92470945	3
1988	7	43	8.477293469	3
1988	8	50	417.0576119	3
1988	8	50	202.8095381	3
1988	8	50	76.75389334	3
1988	8	50	128.2688493	3
1988	8	50	97.80012123	3
1988	8	50	71.57098969	3
1988	8	50	21.67862277	3
1988	8	50	2.034820226	3
1988	8	50	5.876682465	3
1988	8	50	13.10953041	3
1988	8	50	24.51461816	3
1988	8	50	130.4765542	3
1988	9	61	95.01575344	3
1988	9	61	937.0316789	3
1988	9	61	132.3476776	3
1988	9	61	1128.082036	3
1988	9	61	1.279144676	3
1988	9	61	1608.838014	3
1988	9	61	1632.861374	3
1988	9	61	1038.456308	3
1988	9	61	1233.525107	3
1988	9	61	632.6549744	3
1988	9	61	271.9150751	3
1988	9	61	1520.725706	3
1988	9	61	148.3579832	3
1988	9	61	1170.460926	3
1988	9	61	10.88090258	3
1988	9	61	136.6226697	3
1988	9	61	306.2599228	3
1988	9	61	92.8842143	3
1988	9	61	65.99730791	3
1988	9	61	67.26861609	3
1988	9	61	291.3608339	3
1988	9	61	164.5418666	3
1988	9	61	143.3948109	3
1988	9	61	183.5638183	3
1988	9	61	52.61874423	3
1988	9	61	79.38813861	3
1988	9	61	221.7723328	3
1988	9	61	123.5049226	3
1988	9	61	64.33576502	3
1988	9	61	90.0748388	3
1988	9	61	505.8683355	3
1988	9	61	0.050502924	3
1988	10	62	41.77924773	3
1988	10	62	278.0714612	3
1988	10	62	262.4014153	3
1988	10	62	1986.364763	3
1988	10	82	0.052757194	3
1988	10	82	0.147168723	3
1988	10	82	0.330048021	3
1988	10	82	0.23013074	3
1988	10	82	0.150431676	3
1988	10	90	471.9514977	3
1988	10	90	32.91694761	3
1988	10	90	96.15211611	3
1989	1	10	3.383295352	3
1989	1	10	1.916373823	3
1989	1	10	4.022729616	3
1989	1	10	3.643400809	3
1989	1	10	0	3
1989	1	10	0.872011403	3
1989	1	10	35.12092256	3
1989	1	10	4.050309843	3
1989	1	10	73.79076818	3
1989	1	10	22.20951888	3
1989	1	10	11.9052519	3
1989	1	10	1.941526707	3
1989	1	10	0	3
1989	1	10	1.418387809	3
1989	1	10	1.218249045	3
1989	1	10	1.856526378	3
1989	1	10	27.34901075	3
1989	1	10	105.1725863	3
1989	1	10	29.24560927	3
1989	1	10	4.751538171	3
1989	1	10	0.038793109	3
1989	1	10	2.988821723	3
1989	1	10	0	3
1989	1	10	0.649085492	3
1989	1	10	0.034169844	3
1989	1	10	0	3
1989	1	10	1.036370126	3
1989	1	10	0	3
1989	1	10	9.950949467	3
1989	1	10	9.582231136	3
1989	1	10	23.66213067	3
1989	1	10	4.502715625	3
1989	1	10	0.03966879	3
1989	2	20	0	3
1989	2	20	1.165133186	3
1989	2	20	1.688446432	3
1989	2	20	40.03788067	3
1989	2	20	5.962366141	3
1989	2	20	4.466891688	3
1989	2	20	0	3
1989	2	20	0	3
1989	2	20	2.854060629	3
1989	2	20	1.693462376	3
1989	2	20	8.660275063	3
1989	2	20	9.772229976	3
1989	2	20	10.62429602	3
1989	2	20	12.67776137	3
1989	2	20	6.070462614	3
1989	2	20	31.34768034	3
1989	2	20	11.97724978	3
1989	3	31	48.02126947	3
1989	3	31	16.44326654	3
1989	3	31	63.07947329	3
1989	3	31	54.58169761	3
1989	3	31	17.97964583	3
1989	3	31	29.21409784	3
1989	3	31	18.21154098	3
1989	3	31	71.69530411	3
1989	3	31	345.7852708	3
1989	3	31	463.8347705	3
1989	3	31	171.2164493	3
1989	3	31	37.77512702	3
1989	3	31	37.53377643	3
1989	3	31	15.79033512	3
1989	3	31	31.17221004	3
1989	3	31	32.30461044	3
1989	3	31	55.80116245	3
1989	3	31	55.0819186	3
1989	3	31	0.302907458	3
1989	3	31	30.73405817	3
1989	3	31	14.40113225	3
1989	3	31	16.85010778	3
1989	3	31	0	3
1989	3	31	75.72375101	3
1989	3	31	29.81030253	3
1989	3	31	48.14159731	3
1989	3	31	11.07303774	3
1989	3	31	7.781463657	3
1989	3	31	133.8211789	3
1989	3	31	216.8464966	3
1989	3	31	22.96286086	3
1989	3	31	30.26412009	3
1989	3	31	14.42639449	3
1989	4	32	355.5516257	3
1989	4	32	92.3793828	3
1989	4	32	665.5010862	3
1989	4	32	186.6619567	3
1989	4	32	7.279222626	3
1989	5	41	165.564833	3
1989	5	41	45.48593359	3
1989	5	41	91.14832389	3
1989	5	41	88.21615017	3
1989	5	41	50.06223896	3
1989	5	41	42.48497173	3
1989	5	41	25.23315438	3
1989	5	41	4.862508431	3
1989	5	41	4.683726676	3
1989	5	41	6.384297544	3
1989	5	41	6.09545573	3
1989	5	41	10.59854058	3
1989	5	41	73.70935788	3
1989	5	41	253.3474522	3
1989	5	41	432.3486631	3
1989	5	41	331.5091534	3
1989	5	41	970.7322622	3
1989	5	41	7.397557604	3
1989	5	41	85.05896951	3
1989	5	41	1166.258587	3
1989	5	41	949.807415	3
1989	6	42	13.48822981	3
1989	6	42	109.9909429	3
1989	6	42	1191.371059	3
1989	6	42	3094.711048	3
1989	6	42	541.922909	3
1989	6	42	413.9109349	3
1989	6	42	1.953586422	3
1989	6	42	62.01871717	3
1989	6	42	610.2408553	3
1989	6	42	38.6342582	3
1989	6	42	38.50017794	3
1989	6	42	26.19070215	3
1989	6	42	488.1644961	3
1989	6	42	467.3984141	3
1989	6	42	0.052672994	3
1989	6	42	72.92577878	3
1989	7	43	337.9391544	3
1989	7	43	173.533065	3
1989	7	43	91.28069793	3
1989	7	43	77.66473805	3
1989	7	43	64.48994752	3
1989	7	43	21.08242294	3
1989	7	43	101.173941	3
1989	7	43	217.4521821	3
1989	8	50	14.7923839	3
1989	8	50	47.9121142	3
1989	8	50	91.62243023	3
1989	8	50	82.70080712	3
1989	8	50	0.378916665	3
1989	8	50	91.85541592	3
1989	8	50	16.06095663	3
1989	8	50	12.86300113	3
1989	8	50	358.8517296	3
1989	8	50	2340.953376	3
1989	8	50	112.9642776	3
1989	8	50	18.74121093	3
1989	8	50	0.362003992	3
1989	8	50	0.154448819	3
1989	9	61	1139.748702	3
1989	9	61	0.145257692	3
1989	9	61	106.0836818	3
1989	9	61	41.82576506	3
1989	9	61	764.6734869	3
1989	9	61	51.59791641	3
1989	9	61	599.3131754	3
1989	9	61	566.8680868	3
1989	9	61	338.9578388	3
1989	9	61	23.22436978	3
1989	9	61	4.309422757	3
1989	9	61	1383.067576	3
1989	9	61	9.846283564	3
1989	9	61	1166.264249	3
1989	9	61	664.7525481	3
1989	9	61	174.7315714	3
1989	9	61	161.7958895	3
1989	9	61	469.4765492	3
1989	9	61	26.83652474	3
1989	9	61	42.43108416	3
1989	9	61	9.362610536	3
1989	9	61	16.73778653	3
1989	9	61	197.2986182	3
1989	9	61	1743.844082	3
1989	9	61	68.5618786	3
1989	9	61	1917.66754	3
1989	9	61	1302.161276	3
1989	9	61	324.9684351	3
1989	9	61	212.8237861	3
1989	9	61	145.5794657	3
1989	9	61	11.43119068	3
1989	10	62	495.373136	3
1989	10	82	8.292691834	3
1989	10	82	13.67389809	3
1989	10	82	0.849240777	3
1989	10	82	0	3
1989	10	82	1414.453807	3
1989	10	90	3794.617581	3
1989	10	90	81.92924047	3
1989	10	90	131.9287076	3
1989	10	90	593.1679952	3
1989	10	90	287.6292441	3
1989	1	10	0.508146042	3
1989	1	10	5.995570611	3
1989	1	10	114.1398294	3
1989	1	10	12.55581419	3
1989	1	10	1.373197968	3
1989	1	10	99.16378829	3
1989	1	10	26.82877337	3
1989	1	10	0	3
1989	1	10	1.764721482	3
1989	1	10	0	3
1989	1	10	2.895353425	3
1989	1	10	1.401848866	3
1989	1	10	3.112208823	3
1989	1	10	18.81977638	3
1989	1	10	16.31083437	3
1989	1	10	2.508922122	3
1989	1	10	1.022653306	3
1989	1	10	0.306545408	3
1989	1	10	0	3
1989	1	10	0	3
1989	1	10	2.309269627	3
1989	1	10	0	3
1989	1	10	2.424898761	3
1989	1	10	1.887053173	3
1989	1	10	29.34879573	3
1989	2	20	0	3
1989	2	20	11.48231185	3
1989	2	20	3.791337426	3
1989	2	20	4.005982945	3
1989	2	20	0.669049602	3
1989	2	20	18.68989607	3
1989	2	20	7.580441741	3
1989	2	20	10.35265691	3
1989	2	20	0.689090865	3
1989	2	20	2.107561415	3
1989	2	20	7.946621906	3
1989	2	20	12.63842675	3
1989	2	20	15.30886643	3
1989	2	20	11.64825306	3
1989	3	31	15.9602014	3
1989	3	31	69.65997687	3
1989	3	31	41.11308008	3
1989	3	31	55.3526897	3
1989	3	31	28.33153928	3
1989	3	31	62.81036007	3
1989	3	31	19.62951944	3
1989	3	31	10.99679289	3
1989	3	31	20.49285874	3
1989	3	31	64.68622944	3
1989	3	31	385.9101939	3
1989	3	31	31.85017033	3
1989	3	31	5.797469029	3
1989	3	31	13.66554189	3
1989	3	31	18.47745198	3
1989	3	31	22.93074405	3
1989	3	31	29.41313521	3
1989	3	31	24.13170553	3
1989	3	31	10.26661959	3
1989	3	31	11.31326245	3
1989	3	31	46.31653881	3
1989	3	31	25.36153033	3
1989	3	31	178.6306242	3
1989	3	31	444.4119292	3
1989	3	31	162.9243508	3
1989	3	31	62.08730469	3
1989	3	31	21.11374271	3
1989	3	31	53.89985696	3
1989	3	31	53.33215233	3
1989	3	31	58.95311017	3
1989	3	31	2314.214001	3
1989	3	31	112.7809852	3
1989	3	31	162.8151753	3
1989	3	31	31.73907648	3
1989	4	32	301.7556226	3
1989	4	32	118.8424991	3
1989	4	32	1528.457132	3
1989	5	41	50.98191626	3
1989	5	41	16.96490479	3
1989	5	41	16.23661389	3
1989	5	41	50.67937588	3
1989	5	41	301.5342133	3
1989	5	41	23.85706272	3
1989	5	41	76.85568557	3
1989	5	41	42.47865579	3
1989	5	41	87.53508128	3
1989	5	41	89.42232271	3
1989	5	41	14.03901376	3
1989	5	41	28.94454385	3
1989	5	41	5.980392568	3
1989	5	41	4.255033722	3
1989	5	41	215.6822063	3
1989	5	41	664.1210448	3
1989	5	41	238.6945983	3
1989	5	41	122.1553943	3
1989	5	41	124.1192971	3
1989	5	41	80.52334232	3
1989	5	41	85.60161525	3
1989	5	41	119.5015724	3
1989	5	41	687.1287405	3
1989	6	42	66.64924853	3
1989	6	42	25.78667699	3
1989	6	42	40.9265774	3
1989	6	42	154.0372618	3
1989	6	42	64.10534544	3
1989	6	42	1212.399138	3
1989	6	42	385.8038401	3
1989	6	42	182.1344586	3
1989	6	42	1.999565769	3
1989	6	42	0	3
1989	6	42	0	3
1989	6	42	68.13734191	3
1989	6	42	1593.612776	3
1989	6	42	399.0110818	3
1989	6	42	50.39904626	3
1989	7	43	40.05011824	3
1989	7	43	5.160098587	3
1989	7	43	39.47325311	3
1989	7	43	114.2336695	3
1989	7	43	31.91910127	3
1989	7	43	121.338558	3
1989	7	43	764.6682659	3
1989	7	43	596.9208346	3
1989	7	43	213.1189835	3
1989	7	43	582.7924829	3
1989	7	43	44.05159727	3
1989	7	43	66.20467795	3
1989	7	43	8.67011829	3
1989	7	43	158.5653584	3
1989	8	50	86.63551718	3
1989	8	50	18.86714672	3
1989	8	50	35.60156558	3
1989	8	50	0.926270975	3
1989	8	50	32.75030501	3
1989	8	50	152.0805004	3
1989	8	50	4.176582321	3
1989	8	50	41.12845009	3
1989	8	50	35.45548721	3
1989	8	50	1.306290552	3
1989	8	50	1963.336043	3
1989	8	50	52.56157597	3
1989	9	61	20.45178611	3
1989	9	61	130.9537405	3
1989	9	61	49.51229607	3
1989	9	61	1.996864174	3
1989	9	61	0.834188766	3
1989	9	61	1.03469878	3
1989	9	61	0.35802026	3
1989	9	61	28.15028736	3
